architecture,day,krs,length,surface
Zea_mays_1_Leitner_2010,52,0.08284028080362824,10325.218916161051,1923.5830842483692
Zea_mays_1_Leitner_2010,53,0.082672483379549,10351.410546940788,1928.2062423611626
Zea_mays_1_Leitner_2010,54,0.08222896262108717,10376.980391743782,1932.86001836657
Zea_mays_1_Leitner_2010,55,0.08163446249840166,10406.589183231794,1938.2198970760226
Zea_mays_1_Leitner_2010,56,0.08068974678521507,10431.178131788454,1942.70969743163
Zea_mays_1_Leitner_2010,57,0.07959797761692505,10453.38845966417,1946.7569559224366
Zea_mays_1_Leitner_2010,58,0.07835221795582517,10478.339003918747,1951.0923482880269
Zea_mays_1_Leitner_2010,59,0.07695582371374797,10500.894157442839,1955.0394640532284
Zea_mays_1_Leitner_2010,60,0.07530564750475602,10519.097796996291,1958.197372191873
Zea_mays_1_Leitner_2010,61,0.07359770390169865,10535.41146829426,1961.052171324559
Zea_mays_1_Leitner_2010,62,0.07178343519132939,10553.658010909634,1964.0941993478475
Zea_mays_1_Leitner_2010,63,0.06994222511335385,10572.71618704397,1967.3596693733343
Zea_mays_1_Leitner_2010,64,0.06798515833599761,10584.130171347226,1969.3609610661447
Zea_mays_1_Leitner_2010,65,0.06610951378831181,10591.39863077157,1970.725407675442
Zea_mays_1_Leitner_2010,66,0.06428492130475437,10597.175655140796,1971.8443003286459
Zea_mays_1_Leitner_2010,67,0.062514748186642,10602.105128626985,1972.8294996162685
Zea_mays_1_Leitner_2010,68,0.060867026718757,10608.870178010453,1974.0520681606035
Zea_mays_1_Leitner_2010,69,0.05928642561938475,10615.602457525445,1975.2493221172317
